id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-038,3.11,1.89,8.4,2.58,7.72,1.07,5.23,2.26,7.49,6.75
BU-039,7.45,9.34,3.94,9.06,2.86,8.45,6.48,7.28,8.08,5.86
BU-040,2.22,9.59,6.41,3.27,1.35,9.43,5.79,9.79,7.62,4.94
BU-041,2.88,1.13,1.21,2.55,2.16,7.63,6.16,1.05,1.05,5.06
BU-042,4.93,9.07,4.44,7.52,6.15,8.62,9.4,7.52,9.49,2.08
BU-043,1.69,5.44,1.19,4.24,5.51,8.6,7.01,6.86,4.82,5.65
BU-044,5.0,1.31,9.35,8.62,9.52,9.49,9.62,3.61,5.95,2.19
BU-045,6.56,6.89,4.26,9.85,8.67,8.29,1.07,7.29,6.69,9.72
BU-046,1.52,6.04,6.68,9.5,8.87,9.87,1.91,1.26,6.35,5.83
BU-047,1.56,2.87,7.11,5.42,1.65,4.42,3.75,7.52,6.13,7.58
BU-048,7.3,3.07,6.3,5.66,4.02,4.01,8.04,1.83,1.26,2.58
BU-049,2.53,6.85,8.18,5.68,1.86,1.56,4.04,7.48,5.07,7.88
BU-050,2.02,1.06,7.06,8.51,9.86,6.02,7.94,6.64,2.1,2.46
BU-051,5.24,1.34,5.44,3.63,9.69,2.38,9.7,9.3,9.53,2.16
BU-052,6.88,5.15,2.96,7.2,1.13,3.95,8.25,2.43,2.76,4.48
BU-053,2.55,8.02,4.56,7.39,3.32,9.08,8.9,3.47,3.75,1.45
BU-054,2.11,8.88,4.27,1.01,1.33,2.67,1.67,6.2,8.81,5.01
BU-055,3.88,6.03,7.64,3.59,8.54,3.59,3.34,3.07,2.3,7.83
BU-056,4.12,2.92,8.01,9.47,4.23,5.07,3.5,6.45,6.14,8.7
BU-057,6.96,5.94,7.08,2.85,3.79,1.11,4.67,6.63,1.97,3.2
BU-058,6.15,6.17,4.53,2.05,6.11,4.64,6.87,3.77,9.53,9.79
BU-059,9.59,8.79,5.03,3.82,7.34,6.62,3.08,4.05,9.21,5.54
BU-060,4.24,6.12,4.67,1.59,6.02,5.6,5.0,2.68,8.24,5.36
BU-061,7.37,6.41,4.35,1.42,7.73,7.94,4.16,4.2,8.45,1.01
BU-062,5.31,7.9,6.27,4.07,1.02,2.53,9.63,9.17,1.03,3.15
BU-063,3.22,1.69,2.84,5.96,6.06,5.0,8.34,7.87,9.9,2.26
BU-064,9.86,7.58,2.2,8.87,6.9,8.1,6.55,8.0,8.06,1.97
BU-065,5.81,4.47,4.52,2.03,3.34,1.14,4.39,8.09,5.8,8.42
BU-066,1.5,5.82,2.91,2.33,1.77,8.93,2.83,3.23,6.6,4.95
BU-067,2.35,5.86,5.89,4.92,4.84,7.39,7.38,9.48,7.03,1.53
BU-068,5.92,3.79,8.18,1.37,6.64,7.51,8.65,5.25,9.37,1.17
BU-069,7.44,3.4,9.02,2.14,7.45,3.17,1.55,2.16,8.57,3.99
BU-070,9.96,4.42,5.95,7.99,9.69,6.5,4.23,7.37,2.77,3.88
BU-071,4.69,3.04,2.2,2.79,6.77,9.65,5.77,4.81,9.99,1.34
BU-072,8.29,9.2,2.27,8.78,7.97,2.6,9.27,1.66,7.24,6.33
BU-073,3.05,2.01,3.01,1.54,8.05,3.12,8.46,3.65,8.22,7.06
BU-074,5.88,1.14,2.81,2.39,3.66,6.47,4.99,6.4,1.52,4.58
BU-075,7.13,1.96,7.34,2.98,6.58,3.22,2.72,7.79,4.63,2.33
BU-076,8.3,9.33,5.9,2.28,3.92,3.55,9.98,9.18,2.29,8.58
BU-077,6.13,6.86,4.61,2.88,8.74,5.45,4.68,2.76,6.88,7.87
BU-078,1.7,7.73,6.2,8.4,6.22,5.02,7.0,2.25,2.13,9.07
BU-079,3.6,4.31,3.58,1.08,4.13,3.02,6.64,4.63,7.95,5.27
BU-080,5.68,8.96,7.06,7.28,9.74,4.25,2.06,1.26,1.11,7.67
BU-081,7.24,6.22,2.55,1.06,8.15,2.27,9.48,7.5,6.57,1.94
BU-082,7.48,8.51,2.14,6.8,5.49,8.01,2.16,4.92,4.6,6.09
BU-083,8.26,5.85,4.98,4.93,8.99,5.58,5.4,3.75,2.99,7.68
BU-084,2.85,6.27,2.87,9.61,7.78,8.97,5.82,9.64,7.97,6.32
BU-085,9.8,9.82,3.14,7.54,7.34,6.22,8.7,1.34,6.68,8.7
BU-086,8.73,5.89,1.63,1.08,1.24,2.14,8.64,5.56,8.89,4.76
BU-087,3.04,5.93,4.04,9.76,9.63,1.07,1.79,9.75,5.61,7.18
BU-088,9.21,4.15,8.88,5.61,2.81,7.31,2.46,2.53,9.14,9.63
BU-089,3.81,7.29,8.63,5.04,8.36,1.86,6.49,1.64,9.68,1.53
BU-090,2.01,5.92,2.81,3.13,8.49,3.85,2.52,3.35,9.57,7.0
BU-091,7.7,3.97,6.67,7.84,2.21,3.2,7.5,7.01,4.8,5.86
BU-092,4.51,1.96,8.53,6.55,8.44,1.69,4.37,3.73,4.15,9.47
BU-093,4.32,9.03,8.25,8.78,3.81,6.35,8.72,1.81,1.55,2.56
BU-094,2.1,4.23,5.92,8.43,5.73,5.07,7.35,5.11,6.87,4.79
BU-095,7.38,3.94,1.3,7.39,3.11,4.69,5.36,1.15,8.77,7.28
BU-096,4.47,6.88,1.83,8.57,3.75,8.28,4.15,1.28,5.58,1.68
BU-097,7.04,2.31,1.0,6.85,3.98,9.2,9.13,5.23,4.52,8.62
BU-098,8.38,6.5,4.66,2.08,6.11,6.76,1.12,6.81,2.01,7.95
BU-099,8.6,1.85,3.4,5.07,9.79,4.33,4.4,3.87,2.96,7.44
BU-100,2.15,7.17,7.74,9.02,9.42,9.58,3.26,2.0,1.9,5.32
