id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-067,5.64,9.3,2.97,3.58,3.5,7.18,3.0,5.54,1.31,8.24
BU-068,6.81,8.32,8.47,4.66,8.19,2.41,2.83,9.87,7.96,9.17
BU-069,4.7,5.15,7.72,9.31,4.48,9.11,3.5,2.76,7.1,7.6
BU-070,4.9,9.57,9.08,6.0,2.04,4.1,2.5,8.59,2.69,7.16
BU-071,5.62,5.05,4.16,1.65,5.09,8.5,4.81,8.83,5.79,4.26
BU-072,4.43,3.06,5.6,6.01,1.22,8.62,3.38,1.39,8.97,6.55
BU-073,8.59,5.82,4.48,6.28,5.31,2.96,6.4,7.42,6.05,4.71
BU-074,6.76,5.39,3.59,8.03,4.55,6.12,7.98,6.7,6.9,4.12
BU-075,4.0,1.15,7.8,3.94,8.72,3.17,6.49,2.58,3.83,5.99
BU-076,5.12,4.53,6.5,6.48,9.83,2.4,9.7,8.0,3.0,5.25
BU-077,9.51,3.65,7.24,6.93,8.64,6.77,8.39,5.09,6.74,3.18
BU-078,3.7,2.25,5.09,7.7,8.26,9.37,4.25,8.72,7.74,2.02
BU-079,8.41,5.35,3.85,2.7,8.63,4.09,5.41,9.88,4.47,9.81
BU-080,4.24,8.72,4.36,2.15,3.09,1.7,1.38,2.52,8.1,2.92
BU-081,4.73,9.92,6.02,7.67,6.61,7.85,3.57,8.96,5.95,3.87
BU-082,2.04,4.43,2.35,2.35,1.05,3.02,7.85,4.51,9.69,2.33
BU-083,9.28,3.66,6.41,3.86,2.8,5.32,7.75,5.07,2.33,4.37
BU-084,9.35,1.02,6.81,6.25,3.29,7.68,1.22,9.5,4.2,7.87
BU-085,9.85,5.39,1.51,3.22,4.55,3.52,6.24,5.93,5.87,10.0
BU-086,9.52,1.31,2.64,8.59,3.37,2.99,9.09,1.48,6.58,6.88
BU-087,8.67,2.78,7.89,3.16,7.68,9.82,4.27,1.68,3.26,1.32
BU-088,9.79,3.54,7.64,6.0,7.73,8.51,8.65,3.99,3.09,3.78
BU-089,8.69,6.37,5.01,8.99,4.85,1.3,4.97,6.46,9.16,6.52
BU-090,1.82,3.87,6.0,4.95,2.73,8.32,8.17,3.47,7.22,5.06
BU-091,6.55,7.47,5.5,2.73,2.3,2.3,9.76,3.22,9.89,3.88
BU-092,6.23,6.9,8.09,7.7,9.19,9.41,9.23,4.6,1.68,7.02
BU-093,8.14,7.17,4.56,5.36,8.41,5.07,2.4,1.02,8.47,1.67
BU-094,8.14,9.02,9.8,3.31,8.91,4.01,5.58,7.83,8.06,5.77
BU-095,4.67,2.9,8.29,9.16,5.84,4.44,1.02,9.32,9.18,9.66
BU-096,4.76,7.29,2.99,8.15,1.44,6.0,7.82,3.17,7.26,4.74
BU-097,8.53,9.84,5.86,5.93,7.59,6.28,6.68,1.5,8.09,2.86
BU-098,1.2,8.92,6.92,7.75,9.81,2.67,5.86,8.24,1.27,7.65
BU-099,1.88,3.28,8.23,6.24,7.13,3.22,6.42,2.38,8.19,2.61
BU-100,8.86,4.89,2.73,2.99,6.34,4.73,8.83,6.95,2.45,8.95
