id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-022,3.43,3.06,8.59,8.82,9.64,5.32,1.21,1.0,5.38,2.8
BU-023,7.43,2.1,4.64,1.14,8.21,5.33,5.86,8.35,2.98,8.77
BU-024,4.48,8.61,8.49,1.92,4.15,1.52,6.49,8.27,9.72,1.92
BU-025,2.51,2.36,6.33,9.96,2.07,3.31,2.1,1.73,9.11,5.52
BU-026,8.21,1.51,3.84,1.8,3.85,9.99,2.49,6.83,5.64,3.47
BU-027,8.59,4.34,8.72,6.18,9.46,4.98,7.13,3.75,4.75,8.25
BU-028,4.74,2.62,4.26,6.61,1.77,7.25,8.05,7.78,8.2,4.88
BU-029,6.42,9.29,3.31,5.86,5.7,5.54,3.72,7.92,1.37,7.84
BU-030,6.94,5.05,8.01,8.23,7.88,2.81,3.84,6.34,6.82,3.11
BU-031,1.39,6.14,1.25,6.9,9.78,3.11,9.41,4.15,3.08,6.27
BU-032,4.39,3.04,4.46,3.07,5.35,8.15,7.41,5.58,3.29,1.33
BU-033,2.47,9.12,3.49,7.49,2.73,3.76,7.05,4.03,5.33,3.19
BU-034,8.97,6.31,7.74,2.43,8.29,4.3,4.62,6.54,6.29,3.24
BU-035,7.09,4.63,5.55,9.33,4.06,4.51,5.99,7.5,4.83,6.0
BU-036,5.17,1.33,1.86,8.19,8.36,8.76,2.89,3.39,7.45,5.41
BU-037,9.11,6.88,2.54,6.42,8.74,3.85,5.29,9.03,2.21,7.83
BU-038,9.23,9.09,8.64,1.49,1.77,2.17,9.71,5.7,6.47,2.29
BU-039,6.46,3.21,9.4,8.67,9.97,6.26,9.49,3.05,2.6,3.02
BU-040,5.36,1.33,2.65,2.27,7.43,6.0,8.04,1.7,9.32,3.62
BU-041,9.75,8.42,7.04,3.84,4.9,8.84,9.37,3.5,2.18,3.28
BU-042,6.91,9.78,6.35,1.51,2.84,7.39,7.75,7.77,3.01,9.31
BU-043,5.96,1.63,3.74,9.75,7.54,8.48,6.2,2.72,8.5,4.3
BU-044,7.72,9.13,6.69,2.47,3.67,2.49,7.04,3.37,7.2,3.38
BU-045,7.79,8.96,6.85,2.63,1.54,6.78,5.25,9.21,9.73,5.37
BU-046,8.27,2.41,6.45,6.8,2.8,3.46,7.17,5.41,5.94,6.35
BU-047,5.26,6.42,6.46,8.59,1.08,6.61,4.89,8.87,6.65,9.63
BU-048,6.06,1.5,1.82,5.93,3.15,8.52,4.43,9.01,7.2,4.5
BU-049,6.04,2.64,7.87,1.33,3.45,9.63,1.14,4.48,7.45,5.13
BU-050,1.84,6.45,2.71,7.45,1.86,9.56,3.9,9.4,9.22,4.74
BU-051,9.19,5.54,1.45,6.19,3.12,2.87,5.0,4.88,9.68,7.95
BU-052,6.27,3.88,4.34,1.65,4.49,9.13,7.65,6.13,1.18,5.55
BU-053,8.93,5.35,2.56,3.96,2.52,7.61,7.09,5.52,2.22,2.38
BU-054,7.91,9.37,3.43,6.21,3.19,8.9,8.69,4.97,7.44,8.23
BU-055,7.22,2.59,1.57,9.44,9.77,7.19,7.6,1.38,5.25,1.82
BU-056,8.25,5.39,1.69,8.39,7.89,9.85,3.83,1.24,3.27,7.62
BU-057,4.79,3.27,8.18,6.27,2.81,8.68,1.8,4.25,8.47,1.38
BU-058,5.96,6.94,1.64,2.29,5.94,9.23,6.14,9.7,4.18,6.54
BU-059,9.72,8.68,9.07,9.29,7.63,3.92,1.79,8.69,2.65,9.64
BU-060,8.36,5.77,1.13,1.78,4.77,4.2,6.28,2.06,7.11,9.42
BU-061,8.16,4.64,9.33,2.39,4.78,9.17,5.53,4.61,2.75,4.92
BU-062,1.71,4.66,4.69,7.34,6.86,7.85,1.27,2.5,9.33,7.65
BU-063,6.54,7.47,9.39,2.23,2.53,1.11,6.0,5.6,8.15,7.51
BU-064,3.54,4.17,1.65,5.8,1.42,2.63,2.11,5.46,3.38,5.1
BU-065,2.89,1.9,6.27,7.64,4.63,8.22,6.88,7.45,7.22,9.87
BU-066,9.36,8.56,9.91,9.67,4.15,3.86,2.65,2.24,5.69,8.26
BU-067,7.39,5.37,8.59,5.54,4.3,7.82,9.63,4.6,6.17,3.32
BU-068,6.22,8.53,2.58,8.45,7.51,8.59,4.38,8.82,2.46,5.7
BU-069,4.89,5.98,5.32,9.58,1.78,7.27,3.49,4.64,4.03,9.97
BU-070,2.15,3.85,9.77,9.07,2.21,7.55,3.55,6.13,8.82,3.45
BU-071,2.83,5.8,4.19,1.49,6.33,7.95,9.84,7.3,3.0,5.72
BU-072,1.27,2.01,1.2,4.77,3.86,8.41,3.61,9.28,4.29,7.46
BU-073,9.73,9.27,1.18,6.71,2.9,1.66,5.3,7.43,8.64,2.16
BU-074,3.97,3.36,9.7,3.9,3.3,6.62,4.27,2.06,7.46,9.8
BU-075,3.56,7.29,8.93,3.91,9.41,6.4,6.27,7.92,5.35,5.06
BU-076,3.02,5.64,1.54,2.12,5.19,2.01,3.43,8.18,6.83,7.78
BU-077,9.6,5.87,2.94,2.04,7.96,8.68,7.42,5.81,5.33,9.99
BU-078,1.83,5.1,1.44,1.04,6.56,9.89,8.1,3.6,4.96,8.71
BU-079,5.06,3.26,9.16,3.23,8.62,9.69,8.49,9.93,5.94,5.86
BU-080,3.7,8.93,5.5,3.14,8.11,4.22,1.94,3.6,3.83,5.27
BU-081,2.82,8.02,8.82,2.98,1.02,2.57,2.99,4.52,5.69,1.16
BU-082,9.86,5.36,6.53,3.4,2.34,8.46,1.75,8.0,6.37,4.92
BU-083,7.17,9.6,7.4,9.88,6.25,1.1,6.65,9.99,9.05,5.19
BU-084,4.32,1.67,5.22,5.82,5.64,9.62,8.42,3.0,6.32,6.54
BU-085,1.5,9.06,3.25,2.19,7.71,6.14,9.04,6.74,4.88,1.45
BU-086,3.29,8.8,4.23,1.89,2.21,4.09,2.24,3.51,9.37,3.11
BU-087,9.83,7.16,5.61,9.07,4.08,7.08,5.87,7.15,9.64,9.35
BU-088,6.09,2.5,5.71,1.5,9.65,8.3,6.37,5.09,2.62,1.92
BU-089,8.03,4.21,2.99,7.58,9.7,5.48,2.09,9.45,6.64,7.49
BU-090,5.48,3.52,6.82,9.84,6.64,1.77,6.06,4.22,3.72,7.29
BU-091,4.4,4.83,4.46,5.45,7.13,1.25,3.97,6.24,2.63,4.96
BU-092,9.06,9.29,3.49,9.63,4.24,3.94,3.92,6.24,7.95,7.47
BU-093,6.77,1.47,9.67,5.6,2.4,1.09,9.92,3.48,8.21,1.46
BU-094,2.97,9.71,9.46,4.99,4.59,1.02,1.13,8.1,7.83,5.29
BU-095,4.61,5.92,6.32,9.06,2.66,3.69,6.22,3.67,6.69,5.52
BU-096,2.42,6.99,7.98,6.22,8.09,9.71,5.25,1.37,8.83,5.98
BU-097,6.36,7.95,5.89,7.25,6.08,1.7,1.19,9.79,4.03,5.92
BU-098,4.72,8.99,8.72,2.89,1.2,8.61,4.24,6.68,8.22,8.57
BU-099,3.65,2.43,3.31,3.7,2.2,6.52,6.79,9.39,4.51,6.17
BU-100,4.35,5.81,7.25,6.96,5.98,8.12,2.98,2.82,1.14,9.91
