id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-044,2.66,9.78,1.83,3.95,7.07,6.15,2.13,9.37,3.69,8.8
BU-045,5.04,6.35,5.69,8.74,8.37,1.74,9.97,2.18,3.54,5.21
BU-046,8.42,4.95,3.14,9.79,4.0,4.61,9.72,2.11,2.52,3.93
BU-047,3.19,3.57,3.3,2.16,1.76,1.33,2.88,1.1,6.7,4.29
BU-048,2.04,7.47,3.54,8.26,8.6,1.97,4.9,6.89,9.43,6.8
BU-049,3.76,7.42,4.48,2.94,2.68,2.85,1.5,3.51,1.79,2.59
BU-050,3.44,1.39,8.26,2.6,9.46,2.79,6.72,1.47,3.35,8.27
BU-051,6.63,6.12,6.21,2.83,2.83,4.63,3.37,4.14,7.11,3.18
BU-052,6.91,1.59,8.96,8.04,5.83,6.18,3.3,4.86,2.49,5.96
BU-053,7.8,8.83,9.14,6.54,2.83,7.67,2.36,3.06,9.36,1.8
BU-054,7.39,7.94,3.88,6.46,2.66,5.68,4.56,9.36,1.73,8.59
BU-055,4.16,9.07,6.91,7.95,4.85,2.48,5.41,4.98,2.9,5.5
BU-056,1.03,5.49,3.44,1.01,8.29,3.39,5.86,7.34,1.94,1.37
BU-057,8.2,2.86,1.88,5.55,6.28,7.56,6.08,7.12,4.12,1.79
BU-058,8.63,4.57,3.11,4.09,3.54,8.07,8.96,1.62,4.95,6.62
BU-059,7.57,5.57,4.22,1.57,1.26,5.26,4.23,3.18,4.7,7.02
BU-060,8.23,5.4,1.54,7.54,9.65,2.23,7.85,6.17,6.87,9.0
BU-061,2.16,6.15,3.58,5.45,4.59,1.8,6.48,4.7,3.33,4.19
BU-062,6.94,7.6,8.62,2.27,2.46,5.9,5.96,1.03,2.87,8.06
BU-063,6.4,3.33,2.32,8.57,8.05,6.63,2.89,5.16,4.48,5.21
BU-064,5.58,1.73,2.97,2.18,4.43,4.09,1.1,7.52,7.08,5.86
BU-065,9.83,9.76,8.15,7.8,9.35,7.55,6.44,1.15,7.43,6.3
BU-066,3.32,7.49,7.88,7.24,1.7,7.19,4.68,2.45,5.13,3.41
BU-067,5.15,8.11,8.81,2.08,3.5,8.27,8.95,8.63,9.23,2.05
BU-068,4.52,7.85,2.41,7.98,9.35,5.49,6.92,9.69,8.64,9.46
BU-069,4.06,1.85,3.24,8.38,2.92,6.12,9.4,6.47,8.34,8.14
BU-070,7.23,3.31,2.93,7.02,3.13,5.52,2.08,2.77,1.37,5.56
BU-071,6.71,5.27,1.69,2.38,3.08,2.09,5.65,6.73,9.82,8.1
BU-072,9.87,7.02,1.15,8.02,3.54,5.82,8.41,2.07,2.27,1.99
BU-073,9.78,9.07,5.98,9.41,1.94,3.96,7.85,6.71,6.66,9.71
BU-074,4.95,7.75,7.27,4.78,4.42,9.34,6.28,2.97,3.49,8.69
BU-075,5.57,5.23,6.11,7.85,4.84,2.32,3.61,3.75,9.58,2.71
BU-076,1.7,6.27,2.82,8.5,4.97,1.05,4.05,6.43,3.97,2.75
BU-077,4.23,4.89,5.64,5.55,1.98,6.56,7.34,7.58,8.49,2.02
BU-078,4.31,4.09,5.2,1.86,6.27,8.09,8.43,2.8,2.66,2.42
BU-079,5.18,2.88,1.82,2.94,3.97,6.29,7.98,3.55,5.1,5.29
BU-080,2.22,7.57,1.25,9.29,7.44,3.26,2.1,2.74,7.99,9.3
BU-081,4.9,9.45,4.18,7.97,5.48,8.19,5.7,8.32,5.25,6.92
BU-082,6.17,7.23,1.83,1.8,7.16,8.61,6.54,9.41,7.57,7.05
BU-083,5.79,3.82,7.82,7.0,2.89,3.83,8.63,9.33,2.57,3.98
BU-084,7.53,8.7,5.18,2.19,6.31,9.98,5.88,9.5,3.84,7.81
BU-085,6.01,7.37,6.72,4.33,6.44,5.31,7.64,6.99,9.76,3.23
BU-086,7.11,2.44,1.04,9.62,6.05,8.07,1.75,1.24,9.59,4.33
BU-087,5.84,8.67,8.0,1.93,2.96,5.27,3.57,1.11,7.55,4.45
BU-088,7.26,5.91,6.5,8.0,6.81,2.31,7.11,6.55,8.49,6.37
BU-089,3.71,3.08,4.96,7.62,5.24,2.36,8.63,9.48,6.62,7.17
BU-090,3.82,8.56,6.97,3.82,7.3,1.87,5.7,5.04,9.63,7.28
BU-091,5.41,6.83,3.38,2.2,8.97,4.47,3.67,5.55,7.3,7.0
BU-092,8.56,1.16,1.06,2.34,5.7,8.15,3.78,1.71,7.17,1.15
BU-093,5.14,4.25,1.14,8.07,4.19,9.44,7.79,7.81,9.43,3.7
BU-094,2.88,3.88,4.07,6.64,6.23,5.48,7.84,2.46,9.86,9.29
BU-095,7.53,9.02,7.15,8.66,7.24,1.58,4.01,3.12,4.28,8.07
BU-096,1.69,9.19,6.86,6.01,1.26,5.82,5.4,4.55,2.67,6.55
BU-097,7.95,2.82,2.19,7.75,4.27,5.14,8.17,2.09,5.01,2.81
BU-098,6.28,6.11,4.77,6.22,9.77,8.14,4.4,2.23,1.39,6.05
BU-099,6.71,7.9,9.85,8.58,1.38,1.49,5.55,8.84,4.17,4.38
BU-100,1.86,1.83,6.98,4.37,3.49,7.13,5.49,3.68,7.38,4.46
