id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-060,1.22,5.01,8.46,9.7,8.39,9.09,4.24,1.97,9.32,1.47
BU-061,6.19,9.67,4.08,5.92,3.99,8.66,5.14,9.02,2.39,2.19
BU-062,2.12,5.39,1.18,8.96,6.16,4.74,3.77,1.43,9.57,7.44
BU-063,6.47,6.89,7.43,1.94,1.21,9.43,1.01,6.8,6.94,4.53
BU-064,5.73,1.92,5.64,5.3,6.02,2.65,3.26,5.83,6.73,2.16
BU-065,9.13,1.02,9.21,3.23,7.19,4.13,5.19,9.58,5.56,3.17
BU-066,6.63,5.38,8.17,2.41,5.23,6.88,6.44,8.03,2.44,2.77
BU-067,3.65,4.01,3.09,8.76,5.05,4.83,1.83,7.94,7.08,9.26
BU-068,5.52,9.4,9.45,9.29,9.03,9.8,3.78,9.83,9.92,9.24
BU-069,6.51,1.8,5.87,8.74,3.39,7.72,4.33,9.53,3.63,3.15
BU-070,9.14,5.19,3.84,3.01,2.76,4.23,6.63,8.25,2.53,6.84
BU-071,1.46,1.62,9.97,3.28,3.61,2.85,8.62,8.05,6.55,5.47
BU-072,8.78,3.19,9.79,4.45,6.61,9.84,3.05,3.46,8.64,4.28
BU-073,9.55,3.03,4.93,1.07,7.04,6.6,9.09,4.72,8.73,6.77
BU-074,7.16,8.39,3.17,7.79,5.7,1.97,3.49,7.96,1.21,5.57
BU-075,5.3,7.18,1.35,8.81,6.22,8.6,7.3,6.82,4.64,6.15
BU-076,8.94,3.34,1.86,2.42,2.74,3.45,4.91,4.05,4.28,8.07
BU-077,1.35,8.87,3.39,2.12,9.09,3.89,1.88,6.05,3.64,4.99
BU-078,1.93,2.16,9.17,8.13,8.5,9.07,6.44,1.9,4.31,4.92
BU-079,3.56,3.53,9.98,4.31,2.83,9.46,5.83,4.76,4.7,3.48
BU-080,6.68,6.78,7.1,9.92,2.06,1.56,3.0,6.18,5.94,9.88
BU-081,1.23,7.11,4.45,4.73,2.11,6.42,4.04,8.77,9.85,4.87
BU-082,2.65,7.72,1.88,6.99,6.72,3.54,5.06,7.16,7.69,1.34
BU-083,7.59,5.92,4.87,4.35,1.58,8.8,9.48,1.62,7.92,8.67
BU-084,4.36,8.41,9.22,9.8,7.64,2.92,2.46,1.6,9.95,7.49
BU-085,9.03,6.7,9.2,8.29,9.27,6.28,5.62,2.63,3.35,2.04
BU-086,6.63,9.98,2.88,2.05,2.86,6.95,2.33,8.39,9.92,9.43
BU-087,4.5,5.3,9.19,3.99,2.15,3.26,8.0,5.43,8.28,1.13
BU-088,9.49,1.8,4.27,3.99,1.77,5.44,3.67,9.03,7.37,9.02
BU-089,7.36,4.98,7.69,9.28,4.08,1.7,7.16,5.68,4.91,5.81
BU-090,5.06,5.95,6.19,5.92,3.74,5.94,2.65,6.1,1.84,7.13
BU-091,4.32,9.33,2.28,3.38,8.98,6.15,9.81,9.19,3.07,6.54
BU-092,9.11,7.44,6.46,6.79,3.72,3.27,8.04,9.17,5.94,2.22
BU-093,2.56,7.06,5.06,3.32,2.58,6.05,9.5,9.05,2.92,9.42
BU-094,3.89,8.74,5.89,3.14,7.36,3.26,1.86,1.1,1.92,1.8
BU-095,5.67,7.76,5.05,6.4,8.3,9.93,9.65,2.56,2.32,4.95
BU-096,1.5,4.97,9.61,2.05,4.38,7.62,1.62,6.89,7.31,1.36
BU-097,4.18,9.32,6.23,5.64,8.18,4.84,7.45,1.62,3.32,4.3
BU-098,4.13,5.72,5.86,7.0,8.28,3.01,3.73,2.78,5.48,4.21
BU-099,4.53,8.61,5.11,9.49,8.29,6.4,2.64,6.64,8.3,7.63
BU-100,3.27,9.97,5.35,4.99,7.33,8.36,1.78,3.07,7.42,9.21
