id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-022,5.65,6.78,3.23,8.52,7.87,8.19,8.93,9.15,4.33,5.73
BU-023,9.7,7.96,6.99,2.63,2.74,4.47,4.48,8.93,5.76,5.53
BU-024,1.53,7.72,7.5,4.02,9.19,9.15,1.53,6.54,9.58,8.19
BU-025,4.68,5.45,3.97,2.0,3.75,6.4,9.06,2.19,6.19,4.49
BU-026,3.52,6.93,6.47,5.88,6.41,8.92,3.2,2.79,3.95,6.01
BU-027,6.76,1.59,9.09,2.45,8.79,4.57,7.07,8.12,2.38,6.21
BU-028,7.94,2.84,7.34,9.83,1.66,5.69,9.58,1.07,7.19,6.55
BU-029,4.05,3.66,4.67,2.63,7.53,2.79,1.47,9.85,3.58,1.27
BU-030,6.91,6.28,3.37,2.18,7.11,9.2,8.62,9.98,9.02,3.32
BU-031,6.96,7.19,2.36,1.59,4.21,4.62,9.28,9.46,3.29,7.47
BU-032,4.71,4.45,3.08,4.7,9.8,7.39,2.91,9.98,5.74,1.61
BU-033,1.53,1.71,8.68,8.54,2.72,6.83,6.56,2.0,7.62,4.16
BU-034,8.61,9.43,7.89,8.33,1.04,7.4,4.77,4.62,5.32,8.13
BU-035,2.3,6.25,2.93,9.01,7.47,8.92,9.14,9.61,4.76,1.17
BU-036,5.16,3.85,7.47,1.67,6.42,5.59,1.24,9.9,1.75,9.24
BU-037,5.32,4.12,9.3,4.65,5.22,5.32,3.28,9.18,8.48,6.66
BU-038,1.01,9.45,6.16,9.44,5.67,1.7,5.67,5.53,5.22,6.66
BU-039,5.69,1.74,1.7,6.38,6.78,5.41,2.9,8.51,6.26,4.11
BU-040,5.98,3.64,9.67,8.91,8.09,2.17,7.8,9.28,2.62,9.15
BU-041,3.82,1.58,7.73,3.57,9.66,2.11,3.05,4.99,4.4,6.29
BU-042,4.44,9.23,8.84,7.19,6.63,6.44,4.9,9.42,6.55,9.16
BU-043,7.31,4.91,5.65,2.43,6.93,5.47,3.99,3.85,2.19,8.12
BU-044,2.78,7.88,8.44,3.82,2.45,7.91,1.85,8.05,8.24,4.94
BU-045,2.43,3.75,8.07,7.1,9.65,1.24,4.25,7.37,8.35,7.86
BU-046,7.42,7.28,3.35,8.71,5.12,3.65,9.86,2.87,4.42,8.78
BU-047,7.61,4.82,4.22,9.02,1.87,3.98,7.55,6.54,2.58,5.62
BU-048,4.51,6.49,6.79,9.48,4.51,3.7,3.25,5.73,3.77,7.95
BU-049,8.02,1.2,7.36,4.07,9.17,1.94,8.49,2.04,6.07,9.99
BU-050,3.97,6.4,9.75,3.91,7.64,4.42,9.64,9.48,9.75,6.68
BU-051,5.98,3.89,6.28,7.61,3.33,3.18,9.34,3.5,4.07,3.37
BU-052,5.29,2.28,2.3,2.11,8.01,9.36,6.17,3.2,5.8,7.64
BU-053,2.65,7.21,5.3,3.98,1.84,5.81,2.12,8.21,7.08,9.6
BU-054,5.38,9.84,6.7,7.18,3.32,4.07,4.11,1.72,7.43,8.7
BU-055,6.3,6.37,7.89,7.37,2.88,6.57,4.52,9.59,6.94,9.79
BU-056,9.23,1.31,2.54,2.05,8.55,2.49,7.9,8.52,9.68,3.36
BU-057,4.62,6.11,1.93,8.04,2.73,5.66,5.28,9.27,7.75,3.36
BU-058,3.6,9.82,2.86,9.29,8.04,4.86,5.56,3.02,4.17,1.65
BU-059,3.19,4.74,8.53,8.94,9.4,9.46,1.26,8.43,8.36,2.3
BU-060,2.49,5.56,2.88,3.35,7.64,2.17,2.43,2.28,5.32,8.06
BU-061,2.08,9.89,4.95,8.54,8.28,1.5,8.12,9.6,3.0,7.05
BU-062,3.25,8.88,2.27,1.09,3.3,4.6,6.24,7.6,2.93,8.46
BU-063,6.39,5.48,2.19,2.98,7.33,6.24,7.21,6.82,8.21,5.08
BU-064,3.17,5.19,7.98,2.5,1.8,2.8,8.75,2.99,5.04,7.09
BU-065,5.85,5.62,8.57,4.46,9.48,5.5,3.09,3.78,5.6,8.86
BU-066,8.44,4.23,2.12,6.12,6.36,6.35,1.34,5.23,9.92,5.19
BU-067,5.76,6.36,2.3,6.01,9.35,8.02,6.31,6.97,4.14,5.45
BU-068,8.06,2.91,8.26,9.34,7.8,2.8,3.09,1.54,2.29,1.55
BU-069,9.54,6.66,8.68,7.91,7.69,2.83,9.47,6.87,2.44,4.8
BU-070,4.14,4.83,6.1,4.01,5.62,6.05,1.22,6.14,8.62,8.35
BU-071,3.05,8.9,1.1,2.96,5.94,1.32,4.63,1.18,2.98,6.16
BU-072,2.76,8.08,6.8,2.3,3.55,3.57,8.35,8.52,6.99,6.59
BU-073,1.51,7.31,3.74,2.31,8.78,9.16,4.59,6.41,7.23,8.84
BU-074,9.37,8.4,7.16,2.3,8.01,4.14,7.36,7.12,9.09,4.96
BU-075,7.74,9.65,8.95,7.29,3.3,4.07,9.62,4.36,7.34,9.21
BU-076,2.54,9.66,1.59,8.35,4.84,4.96,5.41,5.08,4.63,1.28
BU-077,8.71,2.68,6.76,9.81,2.2,2.4,3.4,1.96,6.19,6.16
BU-078,7.98,9.75,3.18,5.93,2.3,1.77,1.88,3.14,5.14,3.07
BU-079,6.41,2.72,4.53,4.43,9.23,3.0,6.78,6.29,8.07,9.59
BU-080,1.7,4.8,3.86,5.94,7.08,6.62,4.26,6.81,6.61,3.94
BU-081,2.59,6.4,3.73,1.56,5.76,6.35,2.04,1.86,5.22,7.39
BU-082,4.85,6.89,9.6,2.51,6.56,2.08,6.46,3.53,1.66,4.55
BU-083,4.92,8.4,1.58,6.29,6.63,7.09,6.19,2.99,4.64,9.51
BU-084,5.35,8.61,3.27,3.29,1.0,2.92,3.46,6.18,2.47,7.8
BU-085,8.93,7.92,6.27,5.73,4.91,1.06,7.15,1.31,2.59,1.74
BU-086,5.07,6.18,7.0,3.64,4.36,2.4,2.35,3.03,4.54,5.61
BU-087,2.78,4.47,3.08,6.04,4.22,3.09,3.66,8.51,7.52,3.22
BU-088,4.22,2.43,4.21,5.97,9.84,8.05,6.06,3.41,1.18,2.52
BU-089,6.16,4.8,2.47,5.92,9.81,4.39,1.2,2.19,4.39,6.68
BU-090,9.02,7.64,5.75,4.25,8.96,3.11,3.74,7.11,3.26,4.13
BU-091,3.91,2.86,3.75,1.25,9.54,5.91,9.09,4.25,3.67,1.37
BU-092,2.3,8.43,8.53,9.81,8.72,5.09,3.71,6.01,6.45,6.52
BU-093,1.05,4.25,3.47,1.03,3.78,5.7,2.91,2.85,5.27,3.62
BU-094,3.79,5.39,5.07,1.68,1.67,8.89,2.95,3.47,8.81,4.08
BU-095,8.59,1.17,1.96,8.69,1.18,8.89,7.74,3.96,3.83,9.73
BU-096,6.26,9.52,2.74,9.03,9.42,9.06,4.5,4.93,2.87,3.65
BU-097,5.27,8.6,5.45,2.12,1.17,4.14,8.31,1.3,9.78,9.82
BU-098,1.99,6.34,3.28,7.51,2.92,2.32,2.53,4.45,4.41,7.88
BU-099,1.55,3.75,4.59,9.84,3.77,4.4,1.31,9.99,8.75,5.23
BU-100,4.37,2.42,3.28,1.11,6.27,4.52,7.87,3.4,9.58,3.56
