id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-036,8.76,9.6,9.88,5.56,5.92,7.91,2.39,1.4,3.13,8.1
BU-037,7.19,5.33,3.46,4.09,2.33,7.62,4.09,6.17,4.27,5.58
BU-038,7.93,4.37,6.48,7.72,3.79,2.04,9.73,2.75,8.91,6.24
BU-039,5.01,1.32,2.21,6.13,4.26,6.48,1.39,4.64,1.31,3.54
BU-040,6.91,2.64,4.22,9.01,6.07,3.1,1.86,3.9,1.64,5.09
BU-041,2.09,9.55,6.13,6.85,6.63,1.02,8.1,5.51,6.14,7.5
BU-042,1.04,5.34,6.06,2.4,9.64,4.35,5.19,5.39,4.95,2.03
BU-043,5.88,8.21,6.0,4.02,5.21,2.22,4.89,4.48,2.32,6.43
BU-044,5.86,2.69,2.24,9.57,4.72,8.46,3.54,7.91,5.61,5.62
BU-045,2.44,7.0,7.47,8.43,4.22,5.27,3.47,9.27,9.82,9.8
BU-046,1.52,7.49,8.53,8.76,9.58,1.91,1.42,2.15,4.58,1.88
BU-047,5.88,7.2,5.76,5.83,2.22,1.11,6.44,9.63,7.93,7.68
BU-048,2.1,7.82,6.52,5.09,9.6,9.6,7.44,9.16,4.78,7.62
BU-049,2.98,5.53,9.65,6.95,5.65,5.42,5.75,4.79,9.54,7.46
BU-050,6.25,7.9,5.21,3.51,6.06,4.27,3.75,3.13,3.05,8.51
BU-051,1.35,6.07,2.8,8.6,1.61,1.94,9.92,8.01,8.09,5.91
BU-052,1.12,2.51,7.19,8.92,1.09,5.3,2.77,1.18,6.18,7.39
BU-053,6.75,6.31,5.35,2.97,2.09,8.89,5.83,9.74,9.4,2.79
BU-054,4.01,6.78,5.62,1.47,3.8,7.76,3.26,5.56,7.66,7.93
BU-055,2.34,4.37,2.17,5.88,7.11,3.41,1.45,3.17,7.1,9.04
BU-056,7.86,3.26,1.12,3.98,7.54,6.25,4.64,8.87,2.73,6.7
BU-057,6.27,3.9,6.23,4.1,9.22,8.43,2.34,6.21,4.59,6.87
BU-058,5.63,2.39,1.14,4.59,9.3,1.66,4.43,4.65,1.62,8.84
BU-059,7.1,7.02,1.14,8.09,7.11,7.19,4.65,4.42,3.82,2.81
BU-060,8.87,3.6,5.6,3.59,9.68,5.1,3.24,2.36,5.55,4.42
BU-061,7.39,3.81,6.01,5.98,2.15,5.98,9.83,7.89,8.11,7.91
BU-062,2.72,9.1,4.62,6.51,6.19,6.49,3.36,3.05,1.44,4.58
BU-063,9.91,7.03,4.14,3.46,1.74,5.78,1.52,9.22,1.49,4.18
BU-064,2.51,1.47,6.77,9.32,6.69,6.63,8.41,4.83,3.98,5.62
BU-065,2.94,2.37,3.94,8.33,6.15,7.48,1.61,3.38,4.76,6.46
BU-066,5.39,9.8,1.83,4.37,9.72,4.09,5.43,2.54,6.76,2.67
BU-067,2.81,5.58,3.87,6.52,7.47,2.43,1.55,5.68,2.12,9.93
BU-068,7.54,5.36,4.31,1.37,7.35,1.69,2.05,9.09,3.24,9.14
BU-069,9.48,7.29,4.94,4.84,9.15,1.15,5.62,9.51,6.68,5.49
BU-070,4.57,9.84,9.98,8.8,9.2,5.91,2.0,4.8,3.05,4.72
BU-071,9.22,4.48,2.13,1.18,3.18,9.09,1.42,8.29,6.58,9.24
BU-072,6.16,4.79,1.29,9.71,5.34,1.99,8.82,2.97,9.27,7.08
BU-073,7.49,4.73,5.65,7.0,3.31,5.19,9.97,7.14,7.12,5.98
BU-074,5.8,4.7,6.37,3.08,8.71,9.06,2.98,3.46,9.31,7.66
BU-075,3.72,4.76,2.68,7.48,6.28,1.87,9.17,2.44,6.52,7.79
BU-076,2.06,3.65,3.76,8.37,2.17,1.42,8.86,4.91,8.25,1.87
BU-077,2.49,6.03,2.33,8.29,6.28,3.54,3.06,1.57,8.24,9.53
BU-078,3.94,2.2,5.9,2.54,5.21,4.12,5.21,8.63,6.69,8.1
BU-079,8.15,7.12,4.73,2.62,8.17,4.95,5.94,1.21,8.96,1.86
BU-080,4.31,3.24,2.31,5.97,8.38,4.04,6.61,6.49,2.27,7.57
BU-081,1.25,6.73,9.98,9.45,7.64,2.48,4.14,8.2,7.16,2.19
BU-082,6.28,5.33,9.12,4.72,9.64,6.46,8.53,2.97,5.35,2.18
BU-083,5.43,2.75,1.91,1.63,3.73,1.37,4.44,3.05,2.58,3.84
BU-084,2.31,6.89,5.33,4.61,1.29,4.27,2.99,7.48,9.82,7.96
BU-085,1.8,2.67,6.59,8.81,1.73,1.73,3.59,1.98,9.13,1.7
BU-086,6.77,2.21,9.89,2.3,7.43,7.27,4.0,2.89,5.63,1.36
BU-087,6.17,3.35,1.42,1.91,6.97,6.68,8.23,2.01,2.45,8.48
BU-088,8.89,5.48,2.21,1.09,7.51,2.96,7.14,8.4,3.63,4.49
BU-089,5.74,9.69,3.14,5.62,1.23,9.55,6.91,9.43,6.97,7.34
BU-090,9.35,8.83,3.22,5.32,8.25,7.58,9.9,6.4,2.4,3.19
BU-091,9.68,4.81,1.64,7.8,3.72,8.29,3.38,7.67,1.68,2.46
BU-092,6.09,8.95,2.08,2.4,9.51,2.98,8.26,4.0,5.02,8.73
BU-093,6.82,3.51,3.13,6.92,1.13,6.31,2.99,7.07,8.43,2.11
BU-094,7.73,3.22,2.93,4.17,7.12,5.84,6.67,5.76,4.0,2.72
BU-095,2.17,7.26,5.5,6.04,8.66,1.75,2.13,7.71,4.43,4.83
BU-096,8.31,9.73,3.2,2.68,3.07,9.11,5.46,2.79,6.61,8.79
BU-097,7.21,5.78,3.45,6.13,8.06,7.2,8.58,4.73,1.05,2.58
BU-098,2.68,5.79,5.19,2.91,3.65,5.76,9.24,4.72,6.13,8.93
BU-099,3.38,2.62,4.94,8.68,4.21,6.62,6.07,3.09,6.76,5.93
BU-100,3.12,6.07,9.3,6.59,1.11,9.9,4.01,5.42,1.11,6.72
