id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-079,5.58,6.35,9.72,6.98,3.41,8.7,6.77,1.94,5.86,4.9
BU-080,2.03,5.55,2.74,2.74,5.11,7.93,9.95,2.27,2.03,1.6
BU-081,9.08,5.15,1.12,6.33,3.08,5.88,6.07,3.54,6.38,9.8
BU-082,7.25,1.28,8.24,7.05,7.84,2.93,2.21,6.89,8.36,9.92
BU-083,9.27,3.7,2.99,5.4,7.99,2.01,3.31,6.7,7.73,2.45
BU-084,1.09,4.67,1.38,5.29,5.87,5.81,5.57,1.43,8.61,4.13
BU-085,9.35,5.54,8.42,3.52,7.65,5.65,2.5,5.31,4.67,5.61
BU-086,5.96,2.57,8.13,2.11,3.28,8.27,8.57,7.38,3.27,2.3
BU-087,7.09,6.31,3.78,5.1,6.65,1.83,4.61,4.91,1.99,7.54
BU-088,5.69,4.39,1.47,6.09,4.71,4.98,9.74,7.93,5.36,8.36
BU-089,3.72,1.77,7.01,4.08,3.29,4.83,2.94,1.66,5.87,5.95
BU-090,1.63,3.71,3.09,2.26,6.15,6.87,7.01,4.23,5.35,8.67
BU-091,2.12,6.26,1.71,4.47,8.32,9.34,9.8,3.48,8.3,3.49
BU-092,7.31,2.99,7.85,2.43,5.76,2.25,6.94,6.98,9.25,1.2
BU-093,7.81,8.19,5.03,4.45,1.7,2.73,1.7,1.46,1.81,7.77
BU-094,3.07,1.2,5.71,9.74,4.71,5.67,3.05,1.24,6.01,9.62
BU-095,9.65,5.9,5.56,3.24,4.16,1.69,8.6,1.93,9.65,6.56
BU-096,8.74,9.02,5.55,8.57,6.84,3.68,5.67,4.8,1.44,2.64
BU-097,7.32,4.5,3.01,5.8,6.62,8.21,8.87,1.85,2.92,8.55
BU-098,9.94,8.68,7.07,7.05,2.3,4.16,7.85,7.78,9.24,1.15
BU-099,4.07,1.89,9.21,4.54,6.66,5.01,1.18,4.4,9.56,2.07
BU-100,5.23,6.05,2.56,7.19,4.04,8.95,5.47,8.64,5.97,5.27
