id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-028,2.73,7.27,7.31,8.12,9.42,5.34,8.07,6.79,1.48,8.96
BU-029,6.78,6.31,9.25,7.9,1.91,1.06,1.65,6.52,4.79,5.49
BU-030,3.38,4.34,1.87,9.4,5.79,1.96,1.77,5.68,3.3,7.21
BU-031,5.4,5.93,1.18,1.19,1.07,2.09,1.13,9.14,6.76,5.88
BU-032,2.81,3.08,5.96,4.58,5.52,6.18,2.24,8.17,5.41,1.78
BU-033,7.04,2.86,8.1,5.09,9.52,2.33,1.74,1.26,4.79,9.95
BU-034,9.49,6.96,6.73,3.77,6.7,3.56,3.28,8.49,1.71,6.38
BU-035,1.06,3.99,6.84,6.86,8.15,9.27,6.49,7.7,4.52,5.29
BU-036,1.89,4.33,1.31,7.53,6.05,4.13,1.74,6.67,6.63,1.79
BU-037,7.91,1.38,9.61,5.53,2.15,1.75,9.84,2.51,1.12,7.19
BU-038,3.2,5.77,1.28,2.91,2.38,7.88,8.31,2.91,7.04,1.34
BU-039,9.1,5.62,8.34,7.98,8.07,3.67,1.12,1.11,7.1,8.8
BU-040,3.91,3.35,2.03,1.01,7.21,3.7,7.29,9.1,6.48,5.04
BU-041,8.24,9.44,2.2,7.01,9.73,4.73,4.11,4.74,2.86,3.16
BU-042,2.1,7.65,7.04,9.05,5.89,9.01,8.31,7.47,6.68,8.04
BU-043,6.19,9.46,6.0,6.07,1.25,3.27,6.38,1.24,5.48,1.43
BU-044,2.76,9.46,8.8,9.25,1.5,6.34,9.07,4.61,5.99,5.43
BU-045,3.87,1.43,9.48,4.28,4.68,7.89,6.39,9.83,7.25,1.32
BU-046,6.29,1.47,2.82,3.37,4.67,5.98,3.22,4.51,4.12,1.71
BU-047,3.24,8.37,8.23,1.62,2.03,4.44,4.09,6.27,7.41,5.61
BU-048,5.41,6.02,3.77,5.81,8.74,6.89,3.22,4.67,9.32,3.7
BU-049,4.29,1.83,7.77,4.34,6.58,5.91,2.96,3.97,3.29,9.96
BU-050,4.23,6.01,2.6,5.74,6.14,2.58,1.49,2.3,5.12,2.74
BU-051,1.55,5.16,9.13,2.69,9.6,5.71,1.82,4.5,4.29,2.08
BU-052,2.09,3.98,8.31,1.3,7.95,8.16,4.65,8.8,4.98,1.86
BU-053,6.35,1.13,6.48,7.3,3.95,9.15,5.56,5.82,7.04,9.97
BU-054,5.79,5.59,6.02,8.25,7.66,8.34,8.17,8.43,3.84,1.26
BU-055,9.78,6.29,5.45,6.63,4.36,5.69,9.65,9.7,6.04,4.57
BU-056,2.03,8.49,6.24,4.67,2.05,1.67,3.18,7.55,3.18,3.06
BU-057,4.88,4.0,6.75,9.77,2.01,9.27,1.86,6.32,9.28,6.77
BU-058,3.02,7.2,7.79,3.43,6.37,2.55,8.92,9.6,7.48,7.87
BU-059,3.49,7.84,8.62,9.63,3.3,9.99,4.24,6.89,2.02,8.5
BU-060,6.42,2.45,5.11,8.66,3.32,5.9,6.95,4.31,1.02,7.64
BU-061,5.76,4.27,9.97,3.75,3.71,7.13,1.57,1.51,6.69,8.61
BU-062,3.22,7.19,9.12,4.51,2.27,3.32,2.45,8.27,1.48,1.93
BU-063,5.45,1.98,5.17,8.97,6.54,8.21,9.74,2.72,7.36,5.11
BU-064,7.54,1.89,9.09,3.43,3.26,8.12,4.07,8.4,5.07,6.08
BU-065,2.31,1.85,1.56,7.79,5.43,2.74,7.94,1.39,8.72,4.28
BU-066,3.97,1.72,4.84,7.63,3.19,7.78,9.75,4.68,4.29,3.94
BU-067,3.98,2.57,6.4,7.15,4.04,2.46,9.93,9.63,4.41,1.86
BU-068,4.79,7.87,3.94,9.33,9.21,4.8,4.31,9.88,5.65,3.21
BU-069,7.55,2.03,9.86,4.92,3.56,5.93,2.21,8.64,4.3,4.17
BU-070,6.44,8.06,5.93,9.93,2.18,6.36,9.23,7.94,8.45,2.53
BU-071,2.46,5.37,1.3,3.41,7.88,7.06,2.76,9.27,5.31,9.43
BU-072,5.7,5.95,8.17,4.66,2.69,4.36,5.13,5.37,8.79,1.68
BU-073,4.21,4.85,2.51,5.68,9.37,9.52,3.73,2.27,5.01,9.75
BU-074,2.41,6.67,2.21,5.35,1.5,1.74,4.61,6.97,3.81,4.16
BU-075,2.48,5.41,3.44,8.87,9.59,7.25,1.7,3.99,9.87,8.08
BU-076,3.24,8.29,6.96,2.66,9.36,3.87,8.55,4.12,7.43,10.0
BU-077,1.6,8.75,3.21,6.52,8.75,6.98,4.37,1.27,4.8,2.21
BU-078,9.78,3.0,2.02,8.17,1.51,5.11,3.08,3.89,1.37,4.63
BU-079,3.79,2.01,7.56,3.97,9.69,4.88,6.47,3.12,8.26,5.59
BU-080,1.93,5.14,9.44,8.24,1.2,7.16,9.91,4.65,5.95,9.55
BU-081,8.25,9.75,5.52,4.88,4.35,7.18,6.46,7.98,2.36,3.62
BU-082,1.65,1.03,3.92,3.34,7.72,1.07,7.95,7.88,7.48,5.56
BU-083,1.25,6.05,5.0,5.39,6.34,1.24,7.43,5.55,6.98,4.99
BU-084,3.87,7.24,9.64,8.75,2.71,2.89,8.42,5.35,5.35,3.14
BU-085,7.11,2.35,5.87,1.8,6.64,8.67,2.23,1.47,5.29,1.87
BU-086,7.65,1.32,8.18,3.11,2.63,7.76,2.14,6.49,5.19,5.72
BU-087,6.47,4.49,2.76,7.17,4.79,2.84,4.27,5.2,7.9,1.77
BU-088,1.26,8.13,1.1,1.64,9.35,1.71,9.89,7.32,8.59,4.25
BU-089,6.24,1.71,9.52,5.28,3.63,2.81,2.82,3.26,6.44,3.63
BU-090,7.15,2.44,7.6,3.73,3.52,3.15,6.46,2.54,6.07,3.42
BU-091,6.25,7.58,9.76,4.61,5.07,2.89,9.76,1.03,8.62,5.67
BU-092,4.47,6.36,9.12,6.01,8.23,3.21,9.34,6.31,8.79,1.54
BU-093,3.98,5.64,2.14,1.85,2.24,5.17,8.36,8.4,7.97,8.25
BU-094,2.05,4.29,7.42,6.49,8.71,7.28,6.07,7.84,8.66,8.36
BU-095,6.34,4.77,7.65,8.12,9.43,9.0,2.63,5.93,2.71,4.18
BU-096,1.38,6.36,5.12,9.81,3.44,4.06,7.11,2.88,9.92,6.01
BU-097,8.58,4.59,5.8,1.55,5.63,5.89,8.79,9.19,2.14,7.5
BU-098,2.41,4.66,2.07,6.25,3.87,9.28,5.09,5.57,2.72,5.37
BU-099,3.38,2.77,5.83,9.7,7.3,2.46,7.47,8.97,6.61,1.86
BU-100,9.99,4.67,8.59,1.57,8.15,8.53,1.78,1.04,4.74,9.97
