id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-080,2.87,6.26,8.91,2.03,5.22,9.36,7.36,9.74,1.63,9.86
BU-081,1.12,3.83,6.41,4.69,6.92,6.33,8.48,3.31,2.27,4.65
BU-082,2.05,5.22,9.55,4.56,6.46,8.79,9.34,8.9,3.23,6.6
BU-083,9.98,9.15,4.52,9.42,8.54,3.61,8.41,4.45,6.76,2.84
BU-084,7.84,2.64,9.52,7.22,4.35,2.42,2.83,1.88,6.44,6.33
BU-085,1.42,7.27,2.68,9.39,8.99,6.28,5.86,9.9,4.35,7.32
BU-086,8.86,1.05,6.02,1.18,4.16,5.81,3.58,7.36,8.96,2.87
BU-087,9.07,5.2,8.43,4.47,6.92,3.83,4.92,6.4,1.23,7.01
BU-088,8.35,8.3,5.45,3.64,2.54,2.7,2.9,7.0,3.71,3.18
BU-089,7.57,5.23,6.22,8.44,2.43,3.63,7.04,7.16,7.2,8.52
BU-090,1.69,1.71,1.26,6.1,7.77,6.43,4.7,6.84,5.02,5.15
BU-091,8.52,6.16,6.19,8.85,2.65,4.41,9.17,3.91,9.04,6.79
BU-092,9.61,7.85,1.12,3.73,6.31,5.44,7.97,4.71,3.54,5.21
BU-093,8.22,7.98,7.52,1.69,5.46,4.18,7.06,6.01,5.21,8.33
BU-094,9.52,5.75,8.84,6.48,9.72,8.53,3.53,1.06,1.73,5.19
BU-095,5.9,7.67,4.12,7.22,6.75,4.25,6.2,8.58,9.87,8.24
BU-096,8.69,1.11,7.27,6.87,2.12,4.65,9.99,4.62,7.57,2.25
BU-097,4.22,2.48,5.91,6.73,5.44,9.23,3.67,3.51,6.23,8.1
BU-098,9.69,7.59,2.87,6.24,4.82,6.45,8.99,5.14,2.68,8.69
BU-099,1.48,6.79,8.92,7.86,7.83,3.18,9.51,7.56,3.47,4.98
BU-100,3.1,9.91,2.38,3.89,3.37,5.98,9.9,7.98,5.63,1.24
