id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-040,7.19,6.92,4.41,5.79,5.58,7.99,9.12,3.09,3.11,7.36
BU-041,2.89,8.4,6.13,6.51,7.05,5.63,2.94,5.56,7.97,7.87
BU-042,1.52,2.7,9.41,4.39,5.06,9.07,8.3,1.98,2.72,2.02
BU-043,6.6,7.88,2.47,6.97,9.88,6.24,8.99,5.03,4.21,2.79
BU-044,3.27,1.05,5.28,4.75,4.5,6.99,7.85,4.7,4.18,4.61
BU-045,7.92,6.86,4.63,5.66,2.22,8.38,2.24,8.52,9.95,3.52
BU-046,8.2,2.59,3.93,2.53,8.44,8.56,8.57,4.73,5.37,5.64
BU-047,7.56,1.86,3.63,8.33,6.41,3.78,1.07,5.15,3.13,6.52
BU-048,1.35,4.65,8.68,6.93,1.1,3.59,9.69,5.89,3.4,8.26
BU-049,1.98,7.54,9.18,4.04,3.45,5.96,1.68,8.44,8.32,6.03
BU-050,7.89,6.75,3.03,8.83,7.01,2.19,6.8,3.99,8.18,8.08
BU-051,8.91,6.6,8.48,7.97,4.14,5.53,5.8,5.19,3.11,3.0
BU-052,8.74,2.36,9.26,5.73,1.3,4.69,9.26,8.98,9.48,3.07
BU-053,3.77,2.11,8.71,3.34,8.11,1.09,8.93,9.97,3.19,6.75
BU-054,7.77,8.85,7.13,9.67,7.96,3.77,5.83,3.39,9.65,8.11
BU-055,6.12,5.41,2.76,1.07,1.4,3.95,6.78,3.8,8.51,9.74
BU-056,7.45,6.41,9.42,6.5,3.14,9.83,8.96,9.64,1.4,9.99
BU-057,6.28,3.21,2.35,7.75,7.66,5.47,3.37,2.34,3.02,1.54
BU-058,8.98,7.61,1.28,2.16,10.0,5.29,8.05,7.5,7.49,7.89
BU-059,1.15,8.52,2.96,2.95,7.22,6.88,3.05,1.65,1.01,6.32
BU-060,5.73,5.78,8.27,7.7,8.37,6.37,6.33,4.88,2.76,4.85
BU-061,6.94,8.43,8.13,9.31,2.27,3.62,4.37,1.42,5.12,9.61
BU-062,9.53,9.01,5.6,5.7,3.62,1.9,8.05,2.76,7.48,4.75
BU-063,5.8,3.11,1.47,6.86,4.97,5.39,1.5,3.33,2.63,7.9
BU-064,8.61,6.97,6.56,1.86,8.44,5.32,9.94,3.28,1.03,4.64
BU-065,5.11,5.37,8.53,5.79,6.0,8.95,6.17,7.42,2.43,5.05
BU-066,6.37,2.1,1.83,9.46,5.19,8.81,1.56,1.92,1.7,2.83
BU-067,9.6,3.45,4.93,5.32,1.26,4.88,4.84,8.01,9.06,6.84
BU-068,2.17,4.86,9.96,1.26,5.15,6.82,7.33,6.13,7.53,8.09
BU-069,9.68,9.97,8.27,6.03,1.93,1.2,4.85,2.39,5.15,9.71
BU-070,4.5,6.82,6.43,6.6,6.76,3.17,4.73,1.64,2.71,5.95
BU-071,1.53,7.45,9.01,2.23,7.03,6.87,6.78,3.46,9.59,8.66
BU-072,7.41,9.8,1.16,2.34,5.27,1.86,6.51,5.12,3.32,5.16
BU-073,2.99,2.34,6.7,4.39,1.04,8.87,4.09,9.59,2.11,9.53
BU-074,1.79,7.09,8.31,8.71,6.16,3.79,7.45,2.36,7.21,1.34
BU-075,6.89,5.94,4.49,9.73,8.45,9.95,5.37,3.14,7.52,4.59
BU-076,7.57,5.93,2.21,3.51,1.83,9.23,4.38,7.18,3.8,9.91
BU-077,6.39,8.35,9.37,2.42,9.1,1.48,8.07,3.15,4.57,2.02
BU-078,8.23,3.82,7.57,4.21,8.5,5.19,2.97,6.02,2.73,9.64
BU-079,5.97,6.94,9.96,1.75,8.04,9.76,2.3,1.15,4.52,6.58
BU-080,5.76,5.1,9.18,3.03,3.08,2.96,9.45,4.22,8.65,9.66
BU-081,3.02,3.8,8.98,5.24,1.64,4.61,8.76,1.39,6.23,9.24
BU-082,4.46,4.3,8.78,7.15,8.81,6.91,9.98,4.41,1.0,5.24
BU-083,3.0,7.34,8.14,6.96,7.96,6.19,6.58,4.42,7.63,4.53
BU-084,3.08,7.56,5.35,9.4,3.46,2.9,8.24,7.33,2.63,8.96
BU-085,4.24,2.05,6.68,2.84,4.52,10.0,7.52,6.67,5.94,7.03
BU-086,6.98,4.26,9.67,9.61,9.96,5.53,4.1,4.8,9.37,6.91
BU-087,7.16,1.16,7.14,8.27,6.46,5.54,3.61,9.2,6.32,3.91
BU-088,2.97,2.18,6.75,5.98,3.67,4.5,3.69,8.5,7.9,4.24
BU-089,2.29,6.75,4.1,2.67,4.69,1.14,5.98,1.4,6.08,8.12
BU-090,9.15,7.28,5.65,5.37,2.75,1.47,7.8,9.99,5.79,8.64
BU-091,5.2,8.82,9.37,2.9,7.7,3.56,7.23,6.03,3.7,9.64
BU-092,2.04,2.87,7.11,2.48,3.87,6.74,5.46,9.5,8.08,6.67
BU-093,2.99,4.13,2.57,7.0,3.68,4.11,5.32,5.68,6.65,8.72
BU-094,7.14,7.92,7.36,1.11,4.6,8.77,9.76,4.38,5.07,7.22
BU-095,3.05,3.41,4.66,2.79,6.13,3.29,4.43,2.6,7.66,4.51
BU-096,7.67,9.78,9.66,7.48,6.08,7.49,9.68,5.21,4.47,1.05
BU-097,4.49,6.29,2.18,1.33,4.41,6.97,3.74,7.47,8.16,7.75
BU-098,2.78,8.59,1.25,8.9,2.63,4.16,1.13,1.41,6.82,6.12
BU-099,4.59,5.76,6.27,2.56,1.2,3.46,5.61,7.74,8.09,3.51
BU-100,9.21,7.4,1.92,9.7,5.85,8.74,4.36,8.85,2.13,7.63
