id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-044,6.17,6.26,3.61,1.85,9.77,1.89,2.96,1.8,1.69,5.92
BU-045,9.48,1.18,8.87,4.6,1.81,1.06,6.04,1.98,1.22,3.7
BU-046,9.58,3.46,3.94,4.84,4.97,9.98,6.29,5.39,6.0,1.23
BU-047,9.56,4.93,6.5,3.39,4.12,9.56,3.93,8.99,3.11,3.14
BU-048,7.53,2.92,9.75,8.91,4.2,7.23,3.32,2.12,1.55,8.54
BU-049,5.67,6.34,8.57,8.92,2.99,7.74,3.29,7.97,9.11,8.33
BU-050,8.63,9.11,4.26,5.07,5.91,9.98,6.76,7.73,8.18,6.25
BU-051,7.42,3.18,8.34,4.41,4.93,7.62,2.42,1.47,6.22,1.28
BU-052,8.6,8.26,9.86,4.85,2.91,9.61,5.48,6.37,8.33,2.42
BU-053,1.95,6.37,9.43,3.57,6.36,9.46,3.47,9.37,5.67,1.04
BU-054,4.35,4.95,3.94,3.84,4.78,8.18,9.66,6.06,6.31,6.13
BU-055,3.77,8.97,6.32,3.87,9.1,1.64,2.28,6.08,9.55,8.23
BU-056,4.49,5.24,7.65,4.37,1.94,8.84,6.18,8.39,3.2,9.42
BU-057,7.35,1.62,2.66,6.34,7.3,4.97,3.63,3.54,1.71,7.95
BU-058,7.3,9.55,7.06,5.72,4.06,3.86,6.26,3.14,5.37,6.91
BU-059,2.01,5.52,7.26,9.35,2.88,9.47,6.42,5.67,9.79,1.84
BU-060,6.6,3.35,3.03,6.7,2.83,8.59,2.52,1.91,9.52,3.59
BU-061,2.33,1.4,3.56,5.08,8.49,5.75,2.29,9.83,5.79,9.29
BU-062,1.45,3.14,8.78,2.5,4.47,6.08,9.53,2.59,4.56,7.51
BU-063,3.47,9.69,6.79,4.0,4.41,6.67,5.64,1.33,1.36,6.25
BU-064,7.9,9.25,7.87,7.09,7.01,4.15,3.76,5.92,8.63,7.45
BU-065,9.62,1.21,9.76,2.64,8.31,1.61,5.33,5.06,5.14,9.47
BU-066,4.9,9.41,8.62,6.57,2.01,1.67,7.7,9.35,6.65,6.76
BU-067,7.74,5.68,3.75,6.73,1.21,6.47,6.41,6.72,6.95,2.36
BU-068,3.09,6.32,1.75,4.31,5.04,4.68,6.54,7.43,4.69,7.95
BU-069,9.45,8.52,4.56,6.84,8.49,9.05,9.8,9.5,6.74,7.5
BU-070,2.22,5.54,3.82,9.34,8.15,1.47,2.61,4.16,3.16,8.18
BU-071,5.51,6.86,1.45,3.6,6.15,6.74,1.18,9.5,6.55,5.0
BU-072,3.56,7.38,7.57,2.33,8.69,9.29,6.99,5.2,8.68,4.49
BU-073,5.04,2.49,3.95,7.65,9.6,6.32,8.92,2.43,5.1,1.1
BU-074,2.47,4.0,1.75,2.55,4.95,1.32,1.63,7.32,6.46,5.79
BU-075,3.1,5.36,7.02,3.98,6.76,7.45,2.56,8.84,6.3,5.46
BU-076,3.63,2.61,7.93,6.99,1.36,4.82,1.7,2.27,2.14,5.21
BU-077,3.08,9.62,4.8,9.01,2.06,9.9,9.37,2.73,2.94,1.33
BU-078,2.21,8.22,2.92,8.5,1.78,4.21,8.25,6.59,5.14,9.92
BU-079,3.06,4.4,5.26,3.25,3.03,4.57,2.14,5.57,6.68,7.94
BU-080,2.7,6.22,9.76,1.44,2.02,3.84,1.58,5.07,4.12,4.18
BU-081,3.06,5.29,3.6,7.22,3.07,9.29,8.87,7.38,6.61,3.36
BU-082,6.32,3.25,3.47,6.68,9.08,4.81,8.98,2.89,5.21,5.85
BU-083,7.44,4.73,6.11,3.55,6.69,5.79,9.39,5.02,4.66,6.1
BU-084,8.1,6.87,1.93,6.56,5.46,8.64,2.15,6.92,9.16,9.27
BU-085,5.95,3.47,2.2,9.72,1.52,3.06,1.69,9.3,4.17,6.68
BU-086,3.34,2.52,5.35,3.67,5.55,7.91,8.78,1.74,2.0,2.0
BU-087,6.56,2.79,8.28,8.89,1.67,5.17,7.45,3.98,3.0,7.55
BU-088,4.88,5.43,9.61,4.94,8.09,4.96,5.55,3.53,8.34,9.64
BU-089,6.21,3.8,6.8,2.58,3.87,4.55,4.36,9.48,8.72,4.67
BU-090,9.55,4.85,5.68,4.49,9.39,8.57,1.41,4.75,9.65,9.03
BU-091,3.97,4.74,6.16,7.61,4.13,9.86,6.93,2.66,5.83,2.96
BU-092,3.84,9.39,1.88,3.36,3.65,7.25,9.85,2.62,3.27,8.93
BU-093,9.8,9.03,8.63,9.78,4.55,7.09,9.66,5.25,1.6,7.05
BU-094,3.25,7.34,2.39,1.23,7.23,6.99,3.47,6.87,2.6,2.67
BU-095,3.47,9.32,8.68,2.71,8.24,6.94,4.29,1.95,2.53,9.9
BU-096,7.88,6.23,8.7,1.98,3.36,8.84,7.3,4.0,9.43,3.29
BU-097,9.89,5.41,5.28,8.29,2.38,2.84,7.95,6.91,5.75,2.04
BU-098,3.26,3.83,9.08,6.88,6.35,7.3,7.81,8.49,3.25,1.64
BU-099,9.1,4.08,7.45,3.68,1.86,7.13,4.12,1.29,3.83,6.24
BU-100,7.91,1.63,8.08,2.11,9.64,4.09,9.44,6.71,2.18,5.41
