id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-089,9.4,7.83,6.48,8.02,1.59,3.19,8.37,7.08,4.41,6.65
BU-090,1.56,3.6,7.34,4.32,5.67,6.19,7.32,1.5,6.15,9.14
BU-091,1.0,1.16,9.95,4.43,5.85,4.22,8.74,5.16,3.98,7.99
BU-092,4.43,10.0,4.75,6.64,3.78,5.2,5.52,4.6,4.57,6.43
BU-093,9.17,4.91,3.26,1.28,9.58,2.93,4.49,4.25,4.01,8.37
BU-094,2.61,4.05,8.72,2.37,7.64,4.65,1.69,4.96,9.47,3.26
BU-095,5.81,8.96,2.81,8.66,9.17,6.62,5.37,3.57,4.03,4.99
BU-096,5.3,7.68,4.69,7.85,4.17,9.07,3.7,5.05,8.1,8.56
BU-097,1.4,7.95,9.78,6.9,5.43,1.33,5.41,8.9,2.36,9.46
BU-098,4.52,5.91,3.72,1.37,7.73,1.79,6.69,1.59,8.9,7.12
BU-099,4.68,7.4,4.53,6.32,1.97,1.17,2.97,9.36,1.85,8.3
BU-100,7.34,2.83,5.24,6.74,9.89,4.14,8.7,2.84,3.51,9.21
