id,Asesor_1,Asesor_2,Asesor_3,Asesor_4,Asesor_5,Asesor_6,Asesor_7,Asesor_8,Asesor_9,Asesor_10
BU-059,8.87,2.74,3.15,5.36,9.93,4.36,8.79,6.11,7.88,4.49
BU-060,8.47,7.7,5.69,5.28,1.5,9.11,5.79,7.72,6.58,7.0
BU-061,8.6,4.87,5.86,3.73,3.99,8.91,4.82,9.54,5.69,6.89
BU-062,9.5,4.46,2.17,1.67,3.19,8.26,3.02,5.82,1.16,3.99
BU-063,3.07,2.47,3.05,5.96,8.66,4.64,2.93,6.24,4.48,6.42
BU-064,8.03,1.19,6.86,4.46,7.69,6.0,4.94,1.45,5.63,9.85
BU-065,5.75,8.23,6.26,6.96,9.33,9.07,5.91,2.09,2.06,4.58
BU-066,9.1,5.32,4.27,6.08,7.87,1.12,3.73,1.84,7.51,9.17
BU-067,8.9,9.41,2.37,5.19,9.49,1.31,1.55,7.21,4.36,9.59
BU-068,2.04,1.87,1.31,3.09,5.57,2.8,1.38,7.6,8.07,7.29
BU-069,6.77,9.48,6.08,7.24,9.88,5.22,6.66,1.7,8.4,5.64
BU-070,4.66,6.73,5.05,1.37,7.3,7.33,7.6,2.18,3.74,7.11
BU-071,3.73,4.49,1.11,1.6,7.04,7.45,6.97,2.19,6.3,2.38
BU-072,9.62,3.48,5.64,3.75,1.13,5.45,4.55,4.24,5.64,8.1
BU-073,7.51,7.59,1.93,5.58,4.98,6.67,4.46,8.49,7.76,9.03
BU-074,2.99,9.2,7.66,3.27,4.2,8.0,2.41,9.86,8.6,5.92
BU-075,7.09,7.82,2.2,1.75,6.04,9.16,7.34,3.99,1.15,5.43
BU-076,7.44,3.71,7.0,5.8,7.77,2.55,8.47,5.69,4.98,5.2
BU-077,3.46,3.46,3.35,3.56,6.64,4.3,9.11,2.91,2.67,1.3
BU-078,8.7,2.75,6.15,3.94,9.61,4.14,6.24,8.07,7.95,4.89
BU-079,5.86,9.91,7.0,3.98,5.48,1.87,8.65,6.44,5.69,7.99
BU-080,5.83,5.55,5.18,8.3,2.78,6.4,7.12,2.85,3.19,1.08
BU-081,4.38,8.81,2.84,8.37,6.21,4.31,9.69,7.76,6.0,5.01
BU-082,7.83,7.2,8.66,1.86,4.53,3.8,8.45,2.52,5.72,4.05
BU-083,6.35,2.36,3.4,7.72,8.76,6.46,6.18,1.33,3.64,3.0
BU-084,5.73,7.94,8.42,7.2,8.18,3.58,2.02,3.29,5.64,2.27
BU-085,9.68,1.45,8.92,3.25,5.07,3.39,4.94,7.37,4.65,6.33
BU-086,5.47,9.37,4.38,2.47,9.89,7.33,1.44,5.98,1.09,6.46
BU-087,3.14,2.57,3.78,8.48,5.8,1.17,1.9,5.37,4.2,7.77
BU-088,3.8,1.38,5.7,3.64,5.91,3.61,8.85,6.34,7.58,1.78
BU-089,6.71,7.64,2.32,1.62,9.34,5.86,9.3,1.62,2.38,2.98
BU-090,3.64,3.86,2.12,5.75,2.37,1.82,5.02,7.24,8.15,7.88
BU-091,4.83,3.74,1.15,3.95,1.45,8.6,3.58,7.2,7.07,9.24
BU-092,2.73,2.93,6.27,6.54,9.13,8.54,3.17,7.56,7.94,2.51
BU-093,6.23,3.37,1.31,3.07,6.14,1.83,2.2,4.29,9.07,7.65
BU-094,2.41,1.19,5.96,7.44,3.92,4.26,1.02,8.24,1.93,8.52
BU-095,7.26,6.79,4.52,5.39,9.93,6.33,4.16,4.04,2.29,7.62
BU-096,5.5,1.14,3.63,3.9,5.95,8.51,5.61,7.25,6.88,9.15
BU-097,3.84,2.04,6.11,2.18,2.68,8.09,1.54,7.73,8.24,9.0
BU-098,3.04,2.69,5.38,5.95,7.7,2.33,7.09,3.48,7.0,8.35
BU-099,8.88,9.48,6.73,1.14,7.7,2.06,6.18,1.47,5.49,3.28
BU-100,7.32,2.61,8.47,4.45,2.07,7.43,3.41,4.69,8.95,1.78
